Frame          Left           Top            Right          Bottom         
1101           317            0              326            7              
1102           317            0              326            7              
1103           317            0              326            7              
1104           317            0              326            7              
1105           317            0              326            7              
1106           317            0              326            7              
1107           317            0              326            7              
1108           317            0              326            8              
1109           317            0              326            8              
1110           317            0              326            8              
1111           317            0              326            8              
1112           317            0              326            8              
1113           317            0              326            8              
1114           317            0              326            8              
1115           317            1              326            8              
1116           317            1              326            9              
1117           317            1              326            9              
1118           317            1              326            9              
1119           317            1              326            9              
1120           317            1              326            9              
1121           317            1              326            9              
1122           317            1              326            9              
1123           317            2              326            9              
1124           317            2              326            10             
1125           317            2              326            10             
1126           317            2              326            10             
1127           317            2              326            10             
1128           317            2              326            10             
1129           317            3              326            11             
1130           317            3              326            11             
1131           317            3              326            11             
1132           317            3              326            11             
1133           317            3              326            11             
1134           317            3              326            11             
1135           317            3              326            11             
1136           317            4              326            11             
1137           317            4              326            12             
1138           317            4              326            12             
1139           317            4              326            12             
1140           317            4              326            12             
1141           317            4              326            12             
1142           317            4              326            12             
1143           317            4              326            12             
1144           317            5              326            12             
1145           317            5              326            13             
1146           317            5              326            13             
1147           317            5              326            13             
1148           317            5              326            13             
1149           317            5              326            13             
1150           317            6              326            13             
1151           317            6              326            13             
1152           317            6              326            14             
1153           317            6              326            14             
1154           317            6              326            14             
1155           317            6              326            14             
1156           317            6              326            14             
1157           317            6              326            14             
1158           317            7              326            14             
1159           317            7              326            15             
1160           317            7              326            15             
1161           317            7              326            15             
1162           317            7              326            15             
1163           317            7              326            15             
1164           317            7              326            15             
1165           317            8              326            15             
1166           317            8              326            16             
1167           317            8              326            16             
1168           317            8              326            16             
1169           317            8              326            16             
1170           317            8              326            16             
1171           317            8              326            16             
1172           317            9              326            16             
1173           317            9              326            17             
1174           317            9              326            17             
1175           317            9              326            17             
1176           317            9              326            17             
1177           317            9              326            17             
1178           317            10             326            17             
1179           317            10             326            18             
1180           317            10             326            18             
1181           317            10             326            18             
1182           317            10             326            18             
1183           317            10             326            18             
1184           317            10             326            18             
1185           317            10             326            18             
1186           317            11             326            19             
1187           317            11             326            19             
1188           317            11             326            19             
1189           317            11             326            19             
1190           317            11             326            19             
1191           317            11             326            19             
1192           317            12             326            19             
1193           317            12             326            19             
1194           317            12             326            20             
1195           317            12             326            20             
1196           317            12             326            20             
1197           317            12             326            20             
1198           317            12             326            20             
1199           317            12             326            20             
1200           317            13             326            20             
1201           317            13             326            20             
1202           317            13             326            21             
1203           317            13             326            21             
1204           317            13             326            21             
1205           317            13             326            21             
1206           317            13             326            21             
1207           317            13             326            21             
1208           317            14             326            21             
1209           317            14             326            22             
1210           317            14             326            22             
1211           317            14             326            22             
1212           317            14             326            22             
1213           317            14             326            22             
1214           317            14             326            22             
1215           317            15             326            22             
1216           317            15             326            23             
1217           317            15             326            23             
1218           317            15             326            23             
1219           317            15             326            23             
1220           317            15             326            23             
1221           317            16             326            23             
1222           317            16             326            24             
1223           317            16             326            24             
1224           317            16             326            24             
1225           317            16             326            24             
1226           317            16             326            24             
1227           317            16             326            24             
1228           317            17             326            24             
1229           317            17             326            24             
1230           317            17             326            25             
1231           317            17             326            25             
1232           317            17             326            25             
1233           317            17             326            25             
1234           317            17             326            25             
1235           317            17             326            25             
1236           317            18             326            25             
1237           317            18             326            25             
1238           317            18             326            26             
1239           317            18             326            26             
1240           317            18             326            26             
1241           317            18             326            26             
1242           317            18             326            26             
1243           317            19             326            26             
1244           317            19             326            26             
1245           317            19             326            27             
1246           317            19             326            27             
1247           317            19             326            27             
1248           317            19             326            27             
1249           317            19             326            27             
1250           317            20             326            27             
1251           317            20             326            27             
1252           317            20             326            28             
1253           317            20             326            28             
1254           317            20             326            28             
1255           317            20             326            28             
1256           317            20             326            28             
1257           317            20             326            28             
1258           317            21             326            28             
1259           317            21             326            29             
1260           317            21             326            29             
1261           317            21             326            29             
1262           317            21             326            29             
1263           317            21             326            29             
1264           317            21             326            29             
1265           317            22             326            29             
1266           317            21             326            29             
1267           317            22             326            30             
1268           317            22             326            30             
1269           317            22             326            30             
1270           317            22             326            30             
1271           317            22             326            30             
1272           317            22             326            30             
1273           317            22             326            30             
1274           317            23             326            31             
1275           317            23             326            31             
1276           317            23             326            31             
1277           317            23             326            31             
1278           317            23             326            31             
1279           317            23             326            31             
1280           317            23             326            31             
1281           317            24             326            32             
1282           317            24             326            32             
1283           317            24             326            32             
1284           317            24             326            32             
1285           317            24             326            32             
1286           317            24             326            32             
1287           317            24             326            32             
1288           317            25             326            32             
1289           317            25             326            33             
1290           317            25             326            33             
1291           317            25             326            33             
1292           317            25             326            33             
1293           317            25             326            33             
1294           317            25             326            33             
1295           317            25             326            33             
1296           317            26             326            33             
1297           317            26             326            34             
1298           317            26             326            34             
1299           317            26             326            34             
1300           317            26             326            34             
1301           317            26             326            34             
1302           317            26             326            34             
1303           317            26             326            34             
1304           317            27             326            35             
1305           317            27             326            35             
1306           317            27             326            35             
1307           317            27             326            35             
1308           317            27             326            35             
1309           317            27             326            35             
1310           317            27             326            35             
1311           317            28             326            36             
1312           317            28             326            36             
1313           317            28             326            36             
1314           317            28             326            36             
1315           317            28             326            36             
1316           317            28             326            36             
1317           317            28             326            36             
1318           317            29             326            37             
1319           317            29             326            37             
1320           317            29             326            37             
1321           317            29             326            37             
1322           317            29             326            37             
1323           317            29             326            37             
1324           317            29             326            37             
1325           317            30             326            38             
1326           317            30             326            38             
1327           317            30             326            38             
1328           317            30             326            38             
1329           317            30             326            38             
1330           317            30             326            38             
1331           317            31             326            38             
1332           317            31             326            39             
1333           317            31             326            39             
1334           317            31             326            39             
1335           317            31             326            39             
1336           317            31             326            39             
1337           317            32             326            39             
1338           317            32             326            40             
1339           317            32             326            40             
1340           317            32             326            40             
1341           317            32             326            40             
1342           317            32             326            40             
1343           317            33             326            40             
1344           317            33             326            40             
1345           317            33             326            41             
1346           317            33             326            41             
1347           317            33             326            41             
1348           317            33             326            41             
1349           317            33             326            41             
1350           317            34             326            41             
1351           317            34             326            41             
1352           317            34             326            42             
1353           317            34             326            42             
1354           317            34             326            42             
1355           317            34             326            42             
1356           317            34             326            42             
1357           317            35             326            42             
1358           317            35             326            43             
1359           317            35             326            43             
1360           317            35             326            43             
1361           317            35             326            43             
1362           317            35             326            43             
1363           317            36             326            43             
1364           317            36             326            44             
1365           317            36             326            44             
1366           317            36             326            44             
1367           317            36             326            44             
1368           317            36             326            44             
1369           317            36             326            44             
1370           317            37             326            44             
1371           317            37             326            44             
1372           317            37             326            45             
1373           317            37             326            45             
1374           317            37             326            45             
1375           317            37             326            45             
1376           317            37             326            45             
1377           317            37             326            45             
1378           317            38             326            45             
1379           317            38             326            45             
1380           317            38             326            46             
1381           317            38             326            46             
1382           317            38             326            46             
1383           317            38             326            46             
1384           317            38             326            46             
1385           317            38             326            46             
1386           317            39             326            46             
1387           317            39             326            47             
1388           317            39             326            47             
1389           317            39             326            47             
1390           317            39             326            47             
1391           317            39             326            47             
1392           317            39             326            47             
1393           317            39             326            47             
1394           317            40             326            47             
1395           317            40             326            48             
1396           317            40             326            48             
1397           317            40             326            48             
1398           317            40             326            48             
1399           317            40             326            48             
1400           317            41             326            48             
1401           317            41             326            48             
1402           317            41             326            49             
1403           317            41             326            49             
1404           317            41             326            49             
1405           317            41             326            49             
1406           317            41             326            49             
1407           317            41             326            49             
1408           317            42             326            49             
1409           317            42             326            49             
1410           317            42             326            50             
1411           317            42             326            50             
1412           317            42             326            50             
1413           317            42             326            50             
1414           317            43             326            50             
1415           317            43             326            50             
1416           317            43             326            50             
1417           317            43             326            51             
1418           317            43             326            51             
1419           317            43             326            51             
1420           317            43             326            51             
1421           317            43             326            51             
1422           317            44             326            51             
1423           317            44             326            51             
1424           317            44             326            52             
1425           317            44             326            52             
1426           317            44             326            52             
1427           317            44             326            52             
1428           317            44             326            52             
1429           317            45             326            52             
1430           317            45             326            52             
1431           317            45             326            53             
1432           317            45             326            53             
1433           317            45             326            53             
1434           317            45             326            53             
1435           317            45             326            53             
1436           317            46             326            53             
1437           317            46             326            53             
1438           317            46             326            54             
1439           317            46             326            54             
1440           317            46             326            54             
1441           317            46             326            54             
1442           317            46             326            54             
1443           317            46             326            54             
1444           317            47             326            54             
1445           317            47             326            54             
1446           317            47             326            54             
1447           317            47             326            55             
1448           317            47             326            55             
1449           317            47             326            55             
1450           317            47             326            55             
1451           317            48             326            55             
1452           317            48             326            55             
1453           317            48             326            56             
1454           317            48             326            56             
1455           317            48             326            56             
1456           317            48             326            56             
1457           317            48             326            56             
1458           317            49             326            56             
1459           317            49             326            56             
1460           317            49             326            56             
1461           317            49             326            57             
1462           317            49             326            57             
1463           317            49             326            57             
1464           317            49             326            57             
1465           317            49             326            57             
