Frame          Left           Top            Right          Bottom         
144            319            251            320            255            
145            319            251            320            255            
146            319            251            320            255            
147            319            250            320            255            
148            319            251            320            255            
149            319            250            320            255            
150            319            250            320            255            
151            319            250            320            255            
152            319            250            320            255            
153            319            250            320            255            
154            319            250            320            254            
155            319            250            320            254            
156            319            250            320            254            
157            319            250            320            254            
158            319            250            320            254            
159            319            250            320            254            
160            319            250            320            254            
161            319            250            320            254            
162            319            250            320            254            
163            319            250            320            254            
164            319            249            320            254            
165            319            249            320            254            
166            320            249            320            253            
167            320            249            320            253            
168            320            249            320            253            
169            320            248            320            253            
170            320            248            321            253            
171            320            248            321            252            
172            321            248            321            252            
173            321            248            321            252            
174            321            247            321            252            
175            321            247            321            251            
176            321            247            322            251            
177            321            246            322            251            
178            322            246            322            251            
179            322            246            322            250            
180            322            246            323            250            
181            322            246            323            250            
182            323            246            323            250            
183            323            245            323            250            
184            323            245            323            250            
185            323            245            324            249            
186            323            245            324            249            
187            324            245            324            249            
188            324            245            324            249            
189            324            244            324            249            
190            324            244            325            248            
191            324            244            325            248            
192            325            244            325            248            
193            325            244            325            248            
194            325            243            325            248            
195            325            243            326            248            
196            325            243            326            247            
197            325            243            326            247            
198            326            243            326            247            
199            326            243            326            247            
200            326            243            326            247            
201            326            242            326            247            
202            326            242            326            247            
203            326            242            326            247            
204            326            242            326            247            
205            326            242            326            247            
206            326            242            326            247            
207            326            242            326            247            
208            326            242            326            247            
209            326            242            326            247            
210            326            242            326            247            
211            326            243            326            247            
212            326            243            326            247            
213            326            243            326            247            
214            325            243            326            247            
215            325            243            326            247            
216            325            243            326            247            
217            325            243            326            248            
218            325            243            325            248            
219            325            244            325            248            
220            325            244            325            248            
221            324            244            325            248            
222            324            244            325            249            
223            324            245            324            249            
224            324            245            324            249            
225            324            245            324            249            
226            323            245            324            250            
227            323            246            324            250            
228            323            246            323            250            
229            323            246            323            250            
230            322            246            323            251            
231            322            247            323            251            
232            322            247            322            251            
233            322            247            322            252            
234            322            248            322            252            
235            321            248            322            252            
236            321            248            321            252            
237            321            248            321            253            
238            321            249            321            253            
239            320            249            321            253            
240            320            249            321            253            
241            320            249            320            254            
242            320            250            320            254            
243            320            250            320            254            
244            319            250            320            254            
245            319            250            320            255            
246            319            250            319            255            
247            319            251            319            255            
248            319            251            319            255            
249            319            251            319            255            
250            319            251            319            255            
251            318            251            319            255            
252            318            251            319            256            
253            318            251            319            256            
254            318            251            319            256            
255            318            251            319            256            
256            318            251            319            256            
257            318            251            319            256            
258            318            252            319            256            
259            318            251            319            256            
260            318            252            319            256            
261            318            252            319            256            
262            318            251            319            256            
263            318            252            319            256            
264            318            252            319            256            
265            318            252            318            256            
266            318            252            318            256            
267            318            252            318            256            
268            318            252            318            256            
269            318            252            318            256            
270            318            252            318            257            
271            317            253            318            257            
272            317            253            318            257            
273            317            253            317            257            
274            317            253            317            257            
275            317            253            317            258            
276            317            254            317            258            
277            316            254            317            258            
278            316            254            317            258            
279            316            254            316            258            
280            316            254            316            259            
281            316            255            316            259            
282            315            255            316            259            
283            315            255            316            259            
284            315            255            316            260            
285            315            256            315            260            
286            315            256            315            260            
287            315            256            315            260            
288            314            256            315            260            
289            314            256            315            261            
290            314            257            314            261            
291            314            257            314            261            
292            314            257            314            261            
293            313            257            314            262            
294            313            257            314            262            
295            313            258            314            262            
296            313            258            314            262            
297            313            258            313            262            
298            313            258            313            262            
299            313            258            313            262            
300            313            258            313            262            
301            313            258            313            263            
302            313            258            313            263            
303            313            258            313            263            
304            313            258            313            263            
305            313            258            313            263            
306            313            258            313            263            
307            313            258            313            263            
308            313            258            313            262            
309            313            258            313            262            
310            313            258            313            262            
311            313            258            313            262            
312            313            258            313            262            
313            313            258            314            262            
314            313            258            314            262            
315            313            257            314            262            
316            314            257            314            261            
317            314            257            314            261            
318            314            257            314            261            
319            314            256            315            261            
320            314            256            315            261            
321            315            256            315            260            
322            315            256            315            260            
323            315            255            316            260            
324            315            255            316            259            
325            316            255            316            259            
326            316            255            316            259            
327            316            254            317            259            
328            316            254            317            258            
329            317            254            317            258            
330            317            253            317            258            
331            317            253            318            257            
332            317            253            318            257            
333            318            253            318            257            
334            318            252            318            257            
335            318            252            318            256            
336            318            252            319            256            
337            319            251            319            256            
338            319            251            319            255            
339            319            251            319            255            
340            319            251            320            255            
341            319            250            320            255            
342            320            250            320            254            
343            320            250            320            254            
344            320            250            320            254            
345            320            250            321            254            
346            320            249            321            254            
347            321            249            321            253            
348            321            249            321            253            
349            321            249            321            253            
350            321            249            321            253            
351            321            249            321            253            
352            321            249            321            253            
353            321            249            321            253            
354            321            249            321            253            
355            321            249            322            253            
356            321            249            322            253            
357            321            248            322            253            
358            321            248            322            253            
359            321            248            322            253            
360            321            249            322            253            
361            321            249            322            253            
362            321            249            322            253            
363            321            249            322            253            
364            321            249            321            253            
365            321            249            321            253            
366            321            249            321            253            
367            321            249            321            253            
368            321            249            321            253            
369            321            249            321            253            
370            321            249            321            253            
371            321            249            321            253            
372            321            249            321            253            
373            321            249            321            253            
374            321            249            321            253            
375            321            249            321            253            
376            321            249            321            253            
377            321            249            321            253            
378            321            249            321            253            
379            321            249            321            253            
380            321            249            321            253            
381            321            249            321            253            
382            321            249            321            253            
383            321            249            321            253            
384            321            249            321            253            
385            321            249            321            253            
386            320            249            321            253            
387            320            249            321            253            
388            320            249            321            253            
389            320            249            321            254            
390            320            249            321            254            
391            320            249            321            254            
392            320            249            321            254            
393            320            249            321            254            
394            320            249            321            254            
395            320            249            321            254            
396            320            249            321            254            
397            320            249            321            254            
398            320            249            321            254            
399            320            250            321            254            
400            320            250            321            254            
401            320            250            321            254            
402            320            250            321            254            
403            320            250            321            254            
404            320            250            320            254            
405            320            250            320            254            
406            320            250            320            254            
407            320            250            320            254            
408            320            250            320            254            
409            320            250            320            254            
410            320            250            320            254            
411            320            250            320            254            
412            320            250            320            254            
413            320            250            320            254            
414            320            250            320            254            
415            320            250            320            254            
416            320            250            320            254            
417            320            250            320            254            
418            320            250            320            254            
419            320            250            320            254            
420            320            250            320            254            
421            320            250            320            254            
422            320            250            320            254            
423            320            250            320            254            
424            320            250            320            254            
425            320            250            320            254            
426            320            250            320            254            
427            320            250            320            254            
428            320            250            320            254            
429            320            250            320            254            
430            320            250            320            254            
431            320            250            320            254            
432            320            250            320            254            
433            320            250            320            254            
434            320            250            320            254            
435            320            250            320            254            
436            320            250            320            254            
437            320            250            320            254            
438            320            250            320            254            
439            320            250            320            254            
440            320            250            320            254            
441            320            250            320            254            
442            320            250            320            254            
443            320            250            320            254            
444            320            250            320            254            
445            320            250            320            254            
446            320            250            320            254            
447            320            250            320            254            
448            320            250            320            254            
449            320            250            320            254            
450            320            250            320            254            
451            320            250            320            254            
452            320            250            320            254            
453            320            250            320            254            
454            320            250            320            254            
455            320            250            320            254            
456            320            250            320            254            
457            320            250            320            254            
458            320            250            320            254            
459            320            250            320            254            
460            320            250            320            254            
461            320            250            320            255            
462            320            250            320            254            
463            320            250            320            254            
464            320            250            320            255            
465            320            250            320            254            
466            320            250            320            255            
467            320            250            320            254            
468            320            250            320            255            
469            320            250            320            254            
470            320            250            320            254            
471            320            250            320            254            
472            320            250            320            254            
473            320            250            320            254            
474            320            250            320            254            
475            320            250            320            254            
476            320            250            320            254            
477            320            250            320            254            
478            320            250            320            254            
479            320            250            320            254            
480            320            250            320            254            
481            320            250            320            254            
482            320            250            320            254            
483            320            250            320            254            
484            320            250            320            254            
485            320            250            320            255            
486            320            250            320            255            
487            320            250            320            255            
488            320            250            320            254            
489            320            250            320            254            
490            320            250            320            254            
491            320            250            320            254            
492            320            250            320            254            
493            320            250            320            254            
494            320            250            320            254            
495            320            250            320            254            
496            320            250            320            254            
497            320            250            320            254            
498            320            250            320            254            
499            320            250            320            254            
500            320            250            320            254            
501            320            250            320            254            
502            320            250            320            254            
503            320            250            320            254            
504            320            250            320            254            
505            320            250            320            254            
506            320            250            320            254            
507            320            250            320            254            
508            320            250            320            254            
509            320            250            320            254            
510            320            250            320            254            
511            320            250            320            254            
512            320            250            320            254            
513            320            250            320            254            
514            320            250            320            254            
515            320            250            320            254            
516            320            250            320            254            
517            320            250            320            254            
518            320            250            320            254            
519            320            250            320            254            
520            320            250            320            254            
521            320            250            320            254            
522            320            250            320            254            
523            320            250            320            254            
524            320            250            320            254            
525            320            250            320            254            
526            320            250            320            254            
527            320            250            320            254            
528            320            250            320            254            
529            320            250            320            254            
530            320            250            320            254            
531            320            250            320            254            
532            320            250            320            254            
533            320            250            320            254            
534            320            250            320            254            
535            320            250            320            254            
536            320            250            320            254            
537            320            250            320            254            
538            320            250            320            254            
539            320            250            320            254            
540            320            250            320            254            
541            320            250            320            254            
542            320            250            320            254            
543            320            250            320            254            
544            320            250            320            254            
545            320            250            320            254            
546            320            250            320            254            
547            320            250            320            254            
548            320            250            320            254            
549            320            250            320            254            
550            320            250            320            254            
551            320            250            320            254            
552            320            250            320            254            
553            320            250            320            254            
554            320            250            320            254            
555            320            250            320            254            
556            320            250            320            254            
557            320            250            320            254            
558            320            250            320            254            
559            320            250            320            254            
560            320            250            320            254            
561            320            250            320            254            
562            320            250            320            254            
563            320            250            320            254            
564            320            250            320            254            
565            320            250            320            254            
566            320            250            320            254            
567            320            250            320            254            
568            320            250            320            254            
569            320            250            320            254            
570            320            250            320            254            
571            320            250            320            254            
572            320            250            320            254            
573            320            250            320            254            
574            320            250            320            254            
575            320            250            320            254            
576            320            250            320            254            
577            320            250            320            254            
578            320            250            320            254            
579            320            250            320            254            
580            320            250            320            254            
581            320            250            320            254            
582            320            250            320            254            
583            320            250            320            254            
584            320            250            320            254            
585            320            250            320            254            
586            320            250            320            254            
587            320            250            320            254            
588            320            250            320            254            
589            320            250            320            254            
590            320            250            320            254            
591            320            250            320            254            
