Frame          Left           Top            Right          Bottom         
365            317            254            321            261            
366            317            254            321            261            
367            317            254            321            261            
368            317            254            321            261            
369            317            254            321            261            
370            317            254            321            261            
371            317            254            321            261            
372            317            254            321            261            
373            317            254            321            261            
374            317            254            321            261            
375            317            254            321            261            
376            317            254            321            261            
377            317            254            321            261            
378            317            254            321            261            
379            317            254            321            261            
380            317            254            321            261            
381            317            254            321            261            
382            317            254            321            261            
383            317            254            321            261            
384            317            254            321            261            
385            317            254            321            261            
386            317            254            321            261            
387            317            254            321            261            
388            317            254            321            261            
389            317            254            321            261            
390            317            254            321            261            
391            317            254            321            261            
392            317            254            321            261            
393            317            254            321            261            
394            317            254            321            261            
395            317            254            321            261            
396            317            254            321            261            
397            317            254            321            261            
398            317            254            321            261            
399            317            254            321            261            
400            317            254            321            261            
401            317            254            321            261            
402            317            254            321            261            
403            317            254            321            261            
404            317            254            321            261            
405            317            254            321            261            
406            317            254            321            261            
407            317            254            321            261            
408            317            254            321            261            
409            317            254            321            261            
410            317            254            321            261            
411            317            254            321            261            
412            317            254            321            261            
413            317            254            321            261            
414            317            254            321            261            
415            317            254            321            261            
416            317            254            321            261            
417            317            254            321            261            
418            317            254            321            261            
419            317            254            321            261            
420            317            254            321            261            
421            317            254            321            261            
422            317            254            321            261            
423            317            254            321            261            
424            317            254            321            261            
425            317            254            321            261            
426            317            254            321            261            
427            317            254            321            261            
428            317            254            321            261            
429            317            254            321            261            
430            317            254            321            261            
431            317            254            321            261            
432            317            254            321            261            
433            317            254            321            261            
434            317            254            321            261            
435            317            254            321            261            
436            317            254            321            261            
437            317            254            321            261            
438            317            254            321            261            
439            317            254            321            261            
440            317            254            321            261            
441            317            254            321            261            
442            317            254            321            261            
443            317            254            321            261            
444            317            254            321            261            
445            317            254            321            261            
446            317            254            321            261            
447            317            254            321            261            
448            317            254            321            261            
449            317            254            321            261            
450            317            254            321            261            
451            317            254            321            261            
452            317            254            321            261            
453            317            254            321            261            
454            317            254            321            261            
455            317            254            321            261            
456            317            254            321            261            
457            317            254            321            261            
458            317            254            321            261            
459            317            254            321            261            
460            317            254            321            261            
461            317            254            321            261            
462            317            254            321            261            
463            317            254            321            261            
464            317            254            321            261            
465            317            254            321            261            
466            317            254            321            261            
467            317            254            321            261            
468            317            254            321            261            
469            317            254            321            261            
470            317            254            321            261            
471            317            254            321            261            
472            317            254            321            261            
473            317            254            321            261            
474            317            254            321            261            
475            317            254            321            261            
476            317            254            321            261            
477            317            254            321            261            
478            317            254            321            261            
479            317            254            321            261            
480            317            254            321            261            
481            317            254            321            261            
482            317            254            321            261            
483            317            254            321            261            
484            317            254            321            261            
485            317            254            321            261            
486            317            254            321            261            
487            317            254            321            261            
488            317            254            321            261            
489            317            254            321            261            
490            317            254            321            261            
491            317            254            321            261            
492            317            254            321            261            
493            317            254            321            261            
494            317            254            321            261            
495            317            254            321            261            
496            317            254            321            261            
497            317            254            321            261            
498            317            254            321            261            
499            317            254            321            261            
500            317            254            321            261            
501            317            254            321            261            
502            317            254            321            261            
503            317            254            321            261            
504            317            254            321            261            
505            317            254            321            261            
506            317            254            321            261            
507            317            254            321            261            
508            317            254            321            261            
509            317            254            321            261            
510            317            254            321            261            
511            317            254            321            261            
512            317            254            321            261            
513            317            254            321            261            
514            317            254            321            261            
515            317            254            321            261            
516            317            254            321            261            
517            317            254            321            261            
518            317            254            321            261            
519            317            254            321            261            
520            317            254            321            261            
521            317            254            321            261            
522            317            254            321            261            
523            317            254            321            261            
524            317            254            321            261            
525            317            254            321            261            
526            317            254            321            261            
527            317            254            321            261            
528            317            254            321            261            
529            317            254            321            261            
530            317            254            321            261            
531            317            254            321            261            
532            317            254            321            261            
533            317            254            321            261            
534            317            254            321            261            
535            317            254            321            261            
536            317            254            321            261            
537            317            254            321            261            
538            317            254            321            261            
539            317            254            321            261            
540            317            254            321            261            
541            317            254            321            261            
542            317            254            321            261            
543            317            254            321            261            
544            317            254            321            261            
545            317            254            321            261            
546            317            254            321            261            
547            317            254            321            261            
548            317            254            321            261            
549            317            254            321            261            
550            317            254            321            261            
551            317            254            321            261            
552            317            254            321            261            
553            317            254            321            261            
554            317            254            321            261            
555            317            254            321            261            
556            317            254            321            261            
557            317            254            321            261            
558            317            254            321            261            
559            317            254            321            261            
560            317            254            321            261            
561            317            254            321            261            
562            317            254            321            261            
563            317            254            321            261            
564            317            254            321            261            
565            317            254            321            261            
566            317            254            321            261            
567            317            254            321            261            
568            317            254            321            261            
569            317            254            321            261            
570            317            254            321            261            
571            317            254            321            261            
572            317            254            321            261            
573            317            254            321            261            
574            317            254            321            261            
575            317            254            321            261            
576            317            254            321            261            
577            317            254            321            261            
578            317            254            321            261            
579            317            254            321            261            
580            317            254            321            261            
581            317            254            321            261            
582            317            254            321            261            
583            317            254            321            261            
584            317            254            321            261            
585            317            254            321            261            
586            317            254            321            261            
587            317            254            321            261            
588            317            254            321            261            
589            317            254            321            261            
590            317            254            321            261            
591            317            254            321            261            
