Frame          Left           Top            Right          Bottom         
278            318            255            319            256            
279            318            255            319            256            
280            318            255            319            256            
281            318            255            319            256            
282            318            255            319            256            
283            318            255            319            256            
284            318            255            319            256            
285            318            255            319            256            
286            318            255            319            256            
287            318            255            319            256            
288            318            255            319            256            
289            318            255            319            256            
290            318            255            319            256            
291            318            255            319            256            
292            318            255            319            256            
293            318            255            319            256            
294            318            255            319            256            
295            318            255            319            256            
296            318            255            319            256            
297            318            255            319            256            
298            318            255            319            256            
299            318            255            319            256            
300            319            255            319            256            
301            319            255            319            256            
302            319            255            319            256            
303            319            255            319            256            
304            319            255            319            256            
305            319            255            319            256            
306            319            255            319            256            
307            319            255            319            256            
308            319            255            319            256            
309            319            255            319            256            
310            319            255            319            256            
311            319            255            319            256            
312            319            255            319            256            
313            319            255            319            256            
314            319            255            319            256            
315            319            255            319            256            
316            319            255            319            256            
317            319            255            319            256            
318            319            255            319            256            
319            319            255            319            256            
320            319            255            319            256            
321            319            255            319            256            
322            319            255            319            256            
323            319            255            319            256            
324            319            255            319            256            
325            319            255            319            256            
326            319            255            319            256            
327            319            255            319            256            
328            319            255            319            256            
329            319            255            319            256            
330            319            255            319            256            
331            319            255            319            256            
332            319            255            319            256            
333            319            255            320            256            
334            319            255            320            256            
335            319            255            320            256            
336            319            255            320            256            
337            319            255            320            256            
338            319            255            320            256            
339            319            255            320            256            
340            319            255            320            256            
341            319            255            319            256            
342            319            255            319            256            
343            319            255            319            256            
344            319            255            319            256            
345            319            255            320            256            
346            319            255            320            256            
347            319            255            320            255            
348            319            255            320            255            
349            319            255            320            255            
350            319            255            320            255            
351            319            255            320            255            
352            319            255            320            255            
353            319            255            320            255            
354            319            255            320            255            
355            319            255            320            255            
356            319            255            320            255            
357            319            255            320            255            
358            319            255            320            255            
359            319            255            320            255            
360            319            255            320            255            
361            319            255            320            255            
362            319            255            320            255            
363            319            255            320            255            
364            319            255            320            255            
365            319            255            320            255            
366            319            255            320            255            
367            319            255            320            255            
368            319            255            320            255            
369            319            255            320            255            
370            319            255            320            255            
371            319            255            320            255            
372            319            255            320            255            
373            319            255            320            255            
374            319            255            320            255            
375            319            255            320            255            
376            319            255            320            255            
377            319            255            320            255            
378            319            255            320            255            
379            319            255            320            255            
380            319            255            320            255            
381            319            255            320            255            
382            319            255            320            255            
383            319            255            320            255            
384            319            255            320            255            
385            319            255            320            255            
386            319            255            320            255            
387            319            255            320            255            
388            319            255            320            255            
389            319            255            320            255            
390            319            255            320            255            
391            319            255            320            255            
392            319            255            320            255            
393            319            255            320            255            
394            319            255            320            255            
395            319            255            320            255            
396            319            255            320            255            
397            319            255            320            255            
398            319            255            320            255            
399            319            255            320            255            
400            319            255            320            255            
401            319            255            320            255            
402            319            255            320            255            
403            319            255            320            255            
404            319            255            320            255            
405            319            255            320            255            
406            319            255            320            255            
407            319            255            320            255            
408            319            255            320            255            
409            319            255            320            255            
410            319            255            320            255            
411            319            255            320            255            
412            319            255            320            255            
413            319            255            320            255            
414            319            255            320            255            
415            319            255            320            255            
416            319            255            320            255            
417            319            255            320            255            
418            319            255            320            255            
419            319            255            320            255            
420            319            255            320            255            
421            319            255            320            255            
422            319            255            320            255            
423            319            255            320            255            
424            319            255            320            255            
425            319            255            320            255            
426            319            255            320            255            
427            319            255            320            255            
428            319            255            320            255            
429            319            255            320            255            
430            319            255            320            255            
431            319            255            320            255            
432            319            255            319            255            
433            319            255            319            255            
434            319            255            319            255            
435            319            255            319            255            
436            319            255            319            255            
437            319            255            319            255            
438            319            255            319            255            
439            319            255            319            255            
440            319            255            319            255            
441            319            255            319            255            
442            319            255            319            255            
443            319            255            319            255            
444            319            255            319            255            
445            319            255            319            255            
446            319            255            319            255            
447            319            255            319            255            
448            319            255            319            255            
449            319            255            319            255            
450            319            255            319            255            
451            319            255            319            255            
452            319            255            319            255            
453            319            255            319            255            
454            319            255            319            255            
455            319            255            319            255            
456            319            255            319            255            
457            319            255            319            255            
458            319            255            319            255            
459            319            255            319            255            
460            319            255            319            255            
461            319            255            319            255            
462            319            255            319            255            
463            319            255            319            255            
464            319            255            319            255            
465            319            255            319            255            
466            319            255            319            255            
467            319            255            319            255            
468            319            255            319            255            
469            319            255            319            255            
470            319            255            319            255            
471            319            255            319            255            
472            319            255            319            255            
473            319            255            319            255            
474            319            255            319            255            
475            319            255            319            255            
476            319            255            319            255            
477            319            255            319            255            
478            319            255            319            255            
479            319            255            319            255            
480            319            255            319            255            
481            319            255            319            255            
482            319            255            319            255            
483            319            255            319            255            
484            319            255            319            255            
485            319            255            319            255            
486            319            255            319            255            
487            319            255            319            255            
488            319            255            319            255            
489            319            255            319            255            
490            319            255            319            255            
491            319            255            319            255            
492            319            255            319            255            
493            319            255            319            255            
494            319            255            319            255            
495            319            255            319            255            
496            319            255            319            255            
497            319            255            319            255            
498            319            255            319            255            
499            319            255            319            255            
500            319            255            319            255            
501            319            255            319            255            
502            319            255            319            255            
503            319            255            319            255            
504            319            255            319            255            
505            319            255            319            255            
506            319            255            319            255            
507            319            255            319            255            
508            319            255            319            255            
509            319            255            320            255            
510            319            255            320            255            
511            319            255            320            255            
512            319            255            320            255            
513            319            255            320            255            
514            319            255            320            255            
515            319            255            320            256            
516            319            255            320            255            
517            319            255            320            255            
518            319            255            320            255            
519            319            255            320            255            
520            319            255            320            255            
521            319            255            320            255            
522            319            255            320            255            
523            319            255            320            255            
524            319            255            320            255            
525            319            255            320            255            
526            319            255            320            255            
527            319            255            320            255            
528            319            255            320            255            
529            319            255            320            255            
530            319            255            320            255            
531            319            255            320            255            
532            319            255            320            255            
533            319            255            320            255            
534            319            255            320            255            
535            319            255            320            255            
536            319            255            320            255            
537            319            255            320            255            
538            319            255            320            255            
539            319            255            320            255            
540            319            255            320            255            
541            319            255            320            255            
542            319            255            320            255            
543            319            255            320            255            
544            319            255            320            255            
545            319            255            320            255            
546            319            255            320            255            
547            319            255            320            255            
548            319            255            320            255            
549            319            255            320            255            
550            319            255            320            255            
551            319            255            320            255            
552            319            255            320            255            
553            319            255            320            255            
554            319            255            320            255            
555            319            255            320            255            
556            319            255            320            255            
557            319            255            320            255            
558            319            255            320            255            
559            319            255            320            255            
560            319            255            320            255            
561            319            255            320            255            
562            319            255            320            255            
563            319            255            320            255            
564            319            255            320            255            
565            319            255            320            255            
566            319            255            320            255            
567            319            255            320            255            
568            319            255            320            255            
569            319            255            320            256            
570            319            255            320            256            
571            319            255            320            256            
572            319            255            320            256            
573            319            255            320            256            
574            319            255            320            256            
575            319            255            320            256            
576            319            255            320            256            
577            319            255            320            256            
578            319            255            320            256            
579            319            255            320            256            
580            319            255            320            256            
581            319            255            320            256            
582            319            255            320            256            
583            319            255            320            256            
584            319            255            320            256            
585            319            255            320            256            
586            319            255            320            256            
587            319            255            320            256            
588            319            255            320            256            
589            319            255            320            256            
590            319            255            320            256            
591            319            255            320            256            
