Frame          Left           Top            Right          Bottom         
174            319            254            320            257            
175            319            254            320            257            
176            319            254            320            257            
177            319            254            320            257            
178            319            254            321            257            
179            319            254            321            257            
180            319            254            321            257            
181            319            254            321            257            
182            319            254            321            257            
183            319            254            321            257            
184            319            254            321            257            
185            319            254            321            257            
186            319            254            321            257            
187            319            254            321            257            
188            320            254            321            257            
189            320            254            322            257            
190            320            254            322            257            
191            320            255            322            257            
192            320            255            322            258            
193            321            255            322            258            
194            321            255            323            258            
195            321            255            323            258            
196            321            255            323            258            
197            322            255            323            259            
198            322            256            323            259            
199            322            256            324            259            
200            322            256            324            259            
201            322            256            324            259            
202            322            256            324            259            
203            323            256            324            259            
204            323            256            324            259            
205            323            257            324            260            
206            323            257            324            260            
207            323            257            324            260            
208            323            257            324            260            
209            323            257            324            260            
210            322            257            324            260            
211            322            257            324            260            
212            322            257            324            260            
213            322            257            324            260            
214            322            257            324            260            
215            322            257            324            259            
216            322            257            324            260            
217            322            257            324            260            
218            322            256            324            260            
219            322            256            323            259            
220            322            256            323            259            
221            321            256            323            259            
222            321            256            323            259            
223            321            256            323            259            
224            321            256            323            259            
225            321            255            322            259            
226            321            255            322            258            
227            320            255            322            258            
228            320            255            322            258            
229            320            255            322            258            
230            320            254            321            258            
231            320            254            321            257            
232            319            254            321            257            
233            319            254            321            257            
234            319            254            321            257            
235            319            254            320            257            
236            319            254            320            257            
237            319            254            320            257            
238            318            253            320            257            
239            318            253            320            256            
240            318            253            320            256            
241            318            253            320            256            
242            318            253            320            256            
243            318            253            320            256            
244            318            253            320            256            
245            318            253            320            256            
246            318            253            320            256            
247            318            253            320            256            
248            318            253            320            256            
249            318            253            320            256            
250            318            253            320            256            
251            318            253            320            256            
252            318            253            319            256            
253            318            253            319            256            
254            317            252            319            255            
255            317            252            319            255            
256            317            252            319            255            
257            317            252            319            255            
258            317            252            318            255            
259            316            251            318            254            
260            316            251            318            254            
261            316            251            318            254            
262            316            251            318            254            
263            316            251            318            254            
264            316            251            318            254            
265            315            251            317            254            
266            315            251            317            254            
267            315            251            317            254            
268            315            251            317            254            
269            315            251            317            254            
270            315            251            317            254            
271            315            251            317            254            
272            315            251            317            254            
273            315            251            317            254            
274            315            251            317            254            
275            315            251            317            254            
276            315            251            317            254            
277            316            251            318            254            
278            316            251            318            254            
279            316            251            318            254            
280            316            251            318            254            
281            316            251            318            254            
282            316            252            318            255            
283            317            252            318            255            
284            317            252            319            255            
285            317            252            319            255            
286            317            252            319            255            
287            318            253            319            256            
288            318            253            320            256            
289            318            253            320            256            
290            319            253            320            256            
291            319            253            320            256            
292            319            254            320            257            
293            319            254            321            257            
294            319            254            321            257            
295            319            254            321            257            
296            319            254            321            257            
297            319            254            321            257            
298            319            254            321            257            
299            320            254            321            257            
300            320            254            321            257            
301            320            254            321            257            
302            320            254            321            257            
303            320            254            321            257            
304            320            254            321            257            
305            320            254            321            257            
306            320            254            321            257            
307            320            254            321            257            
308            320            254            321            257            
309            320            254            321            257            
310            320            254            321            257            
311            320            254            321            257            
312            320            254            321            257            
313            320            254            321            257            
314            320            254            321            257            
315            320            254            321            257            
316            320            254            321            257            
317            320            254            321            257            
318            320            254            321            257            
319            320            254            321            257            
320            320            254            321            257            
321            320            254            321            257            
322            320            254            321            257            
323            319            254            321            257            
324            319            254            321            257            
325            319            254            321            257            
326            319            254            321            257            
327            319            254            321            257            
328            319            254            321            257            
329            319            254            321            257            
330            319            254            321            257            
331            319            254            321            257            
332            319            254            321            257            
333            319            254            321            257            
334            319            254            321            257            
335            319            254            321            257            
336            319            254            321            257            
337            319            254            321            257            
338            319            254            321            257            
339            319            254            321            257            
340            319            254            321            257            
341            319            254            321            257            
342            319            254            321            257            
343            319            254            321            257            
344            319            254            321            257            
345            319            254            321            257            
346            319            254            321            257            
347            319            254            321            257            
348            319            254            321            257            
349            319            254            321            257            
350            319            254            321            257            
351            319            254            321            257            
352            319            254            321            257            
353            319            254            321            257            
354            319            254            321            257            
355            319            254            321            257            
356            319            254            321            257            
357            319            254            321            257            
358            319            254            321            257            
359            319            254            321            257            
360            319            254            321            257            
361            319            254            321            257            
362            319            254            321            257            
363            319            254            321            257            
364            319            254            321            257            
365            319            254            321            257            
366            319            254            321            257            
367            319            254            321            257            
368            319            254            321            257            
369            319            254            321            257            
370            319            254            321            257            
371            319            254            321            257            
372            319            254            321            257            
373            319            254            321            257            
374            319            254            321            257            
375            319            254            321            257            
376            319            254            321            257            
377            319            254            321            257            
378            319            254            321            257            
379            319            254            321            257            
380            319            254            321            257            
381            319            254            321            257            
382            319            254            321            257            
383            319            254            321            257            
384            319            254            321            257            
385            319            254            321            257            
386            319            254            321            257            
387            319            254            321            257            
388            319            254            321            257            
389            319            254            321            257            
390            319            254            321            257            
391            319            254            321            257            
392            319            254            321            257            
393            319            254            321            257            
394            319            254            321            257            
395            319            254            321            257            
396            319            254            321            257            
397            319            254            321            257            
398            319            254            321            257            
399            319            254            321            257            
400            319            254            321            257            
401            319            254            321            257            
402            319            254            321            257            
403            319            254            321            257            
404            319            254            321            257            
405            319            254            321            257            
406            319            254            321            257            
407            319            254            321            257            
408            319            254            321            257            
409            319            254            321            257            
410            319            254            321            257            
411            319            254            321            257            
412            319            254            321            257            
413            319            254            321            257            
414            319            254            321            257            
415            319            254            321            257            
416            319            254            321            257            
417            319            254            321            257            
418            319            254            321            257            
419            319            254            321            257            
420            319            254            321            257            
421            319            254            321            257            
422            319            254            320            257            
423            319            254            321            257            
424            319            254            321            257            
425            319            254            321            257            
426            319            254            321            257            
427            319            254            321            257            
428            319            254            321            257            
429            319            254            321            257            
430            319            254            321            257            
431            319            254            321            257            
432            319            254            321            257            
433            319            254            321            257            
434            319            254            321            257            
435            319            254            321            257            
436            319            254            321            257            
437            319            254            321            257            
438            319            254            321            257            
439            319            254            321            257            
440            319            254            321            257            
441            319            254            321            257            
442            319            254            321            257            
443            319            254            321            257            
444            319            254            321            257            
445            319            254            321            257            
446            319            254            321            257            
447            319            254            321            257            
448            319            254            321            257            
449            319            254            321            257            
450            319            254            321            257            
451            319            254            321            257            
452            319            254            321            257            
453            319            254            321            257            
454            319            254            321            257            
455            319            254            321            257            
456            319            254            321            257            
457            319            254            321            257            
458            319            254            321            257            
459            319            254            321            257            
460            319            254            321            257            
461            319            254            321            257            
462            319            254            321            257            
463            319            254            321            257            
464            319            254            321            257            
465            319            254            321            257            
466            319            254            321            257            
467            319            254            321            257            
468            319            254            321            257            
469            319            254            321            257            
470            319            254            321            257            
471            319            254            321            257            
472            319            254            321            257            
473            319            254            321            257            
474            319            254            321            257            
475            319            254            321            257            
476            319            254            321            257            
477            319            254            321            257            
478            319            254            321            257            
479            319            254            321            257            
480            319            254            321            257            
481            319            254            321            257            
482            319            254            321            257            
483            319            254            321            257            
484            319            254            321            257            
485            319            254            321            257            
486            319            254            321            257            
487            319            254            321            257            
488            319            254            321            257            
489            319            254            321            257            
490            319            254            321            257            
491            319            254            321            257            
492            319            254            321            257            
493            319            254            321            257            
494            319            254            321            257            
495            319            254            321            257            
496            319            254            321            257            
497            319            254            321            257            
498            319            254            321            257            
499            319            254            321            257            
500            319            254            321            257            
501            319            254            321            257            
502            319            254            321            257            
503            319            254            321            257            
504            319            254            321            257            
505            319            254            321            257            
506            319            254            321            257            
507            319            254            321            257            
508            319            254            321            257            
509            319            254            321            257            
510            319            254            321            257            
511            319            254            321            257            
512            319            254            321            257            
513            319            254            321            257            
514            319            254            321            257            
515            319            254            321            257            
516            319            254            321            257            
517            319            254            321            257            
518            319            254            321            257            
519            319            254            321            257            
520            319            254            321            257            
521            319            254            321            257            
522            319            254            321            257            
523            319            254            321            257            
524            319            254            321            257            
525            319            254            321            257            
526            319            254            321            257            
527            319            254            321            257            
528            319            254            321            257            
529            319            254            321            257            
530            319            254            321            257            
531            319            254            321            257            
532            319            254            321            257            
533            319            254            321            257            
534            319            254            321            257            
535            319            254            321            257            
536            319            254            321            257            
537            319            254            321            257            
538            319            254            321            257            
539            319            254            321            257            
540            319            254            321            257            
541            319            254            321            257            
542            319            254            321            257            
543            319            254            321            257            
544            319            254            321            257            
545            319            254            321            257            
546            319            254            321            257            
547            319            254            321            257            
548            319            254            321            257            
549            319            254            321            257            
550            319            254            321            257            
551            319            254            321            257            
552            319            254            321            257            
553            319            254            321            257            
554            319            254            321            257            
555            319            254            321            257            
556            319            254            321            257            
557            319            254            321            257            
558            319            254            321            257            
559            319            254            321            257            
560            319            254            321            257            
561            319            254            321            257            
562            319            254            321            257            
563            319            254            321            257            
564            319            254            321            257            
565            319            254            321            257            
566            319            254            321            257            
567            319            254            321            257            
568            319            254            321            257            
569            319            254            321            257            
570            319            254            321            257            
571            319            254            321            257            
572            319            254            321            257            
573            319            254            321            257            
574            319            254            321            257            
575            319            254            321            257            
576            319            254            321            257            
577            319            254            321            257            
578            319            254            321            257            
579            319            254            321            257            
580            319            254            321            257            
581            319            254            321            257            
582            319            254            321            257            
583            319            254            321            257            
584            319            254            321            257            
585            319            254            321            257            
586            319            254            321            257            
587            319            254            321            257            
588            319            254            321            257            
589            319            254            321            257            
590            319            254            321            257            
591            319            254            321            257            
