Frame          Left           Top            Right          Bottom         
166            320            254            320            256            
167            320            254            320            256            
168            320            254            320            256            
169            320            254            320            256            
170            320            255            320            256            
171            319            255            320            256            
172            319            256            320            256            
173            319            255            320            256            
174            319            255            319            256            
175            319            255            319            256            
176            319            255            319            256            
177            319            255            319            256            
178            319            255            319            256            
179            319            255            319            256            
180            319            255            319            256            
181            319            255            319            256            
182            319            255            319            256            
183            319            255            319            256            
184            319            255            319            256            
185            319            255            319            256            
186            319            255            319            256            
187            319            255            319            256            
188            319            255            319            256            
189            319            255            319            256            
190            319            254            319            256            
191            319            254            319            256            
192            319            254            319            256            
193            319            254            319            256            
194            319            254            319            256            
195            319            254            319            256            
196            319            254            319            256            
197            319            254            319            256            
198            319            254            319            256            
199            319            254            319            256            
200            319            254            319            256            
201            319            254            319            256            
202            319            254            319            256            
203            319            254            319            256            
204            319            254            319            256            
205            319            254            319            256            
206            319            254            319            256            
207            319            255            319            256            
208            319            255            319            256            
209            319            255            319            256            
210            319            255            319            256            
211            319            255            319            256            
212            319            255            319            256            
213            319            255            319            256            
214            319            255            319            256            
215            319            255            319            256            
216            319            255            319            256            
217            319            255            319            256            
218            319            255            319            256            
219            319            255            319            256            
220            319            255            319            256            
221            319            255            319            256            
222            319            255            319            256            
223            319            255            319            256            
224            319            255            319            256            
225            319            255            319            256            
226            319            255            319            256            
227            319            255            319            256            
228            319            255            320            256            
229            319            255            320            256            
230            319            255            320            256            
231            319            255            320            256            
232            319            255            320            256            
233            319            255            320            256            
234            319            255            320            256            
235            319            255            320            256            
236            319            255            320            256            
237            319            255            320            256            
238            319            255            320            256            
239            319            255            320            256            
240            319            255            320            256            
241            319            255            320            256            
242            319            255            320            256            
243            319            255            320            256            
244            319            255            320            256            
245            319            255            320            256            
246            319            256            320            256            
247            319            256            320            256            
248            319            256            320            256            
249            319            256            320            256            
250            319            256            320            256            
251            319            256            320            256            
252            319            256            320            256            
253            319            256            320            256            
254            319            256            320            256            
255            319            256            320            256            
256            319            256            320            256            
257            319            255            320            256            
258            319            255            320            256            
259            319            255            320            256            
260            319            255            320            256            
261            320            255            320            256            
262            320            255            320            256            
263            320            255            320            256            
264            320            255            320            256            
265            320            255            320            256            
266            320            255            320            256            
267            320            255            320            256            
268            320            255            320            256            
269            320            255            320            256            
270            320            255            320            256            
271            320            255            320            256            
272            320            255            320            256            
273            320            255            320            256            
274            320            255            320            256            
275            320            255            320            256            
276            320            255            320            256            
277            320            255            320            256            
278            320            255            320            256            
279            320            255            320            256            
280            320            255            320            256            
281            320            255            320            256            
282            320            255            320            256            
283            320            255            320            256            
284            320            255            320            256            
285            320            255            320            256            
286            320            255            320            256            
287            320            255            320            256            
288            320            255            320            256            
289            320            255            320            256            
290            320            255            320            256            
291            320            255            320            256            
292            320            255            320            256            
293            320            255            320            256            
294            320            255            320            256            
295            320            255            320            256            
296            319            255            320            256            
297            319            255            320            256            
298            319            255            320            256            
299            319            255            320            256            
300            319            255            320            256            
301            319            256            320            256            
302            319            256            320            256            
303            319            256            320            256            
304            319            256            320            256            
305            319            256            320            256            
306            319            255            320            256            
307            319            255            320            256            
308            319            255            320            256            
309            319            255            320            256            
310            319            255            320            256            
311            319            255            320            256            
312            319            255            320            256            
313            319            255            320            256            
314            319            255            320            256            
315            319            255            320            256            
316            319            255            320            256            
317            319            255            320            256            
318            319            256            320            256            
319            319            255            320            256            
320            319            256            320            256            
321            319            256            320            256            
322            319            256            320            256            
323            319            256            320            256            
324            319            255            320            256            
325            319            255            320            256            
326            319            255            320            256            
327            319            255            320            256            
328            319            255            320            256            
329            319            255            320            256            
330            319            255            320            256            
331            319            255            320            256            
332            319            255            320            256            
333            319            255            320            256            
334            319            255            320            256            
335            319            255            320            256            
336            319            255            320            256            
337            319            255            320            256            
338            319            255            320            256            
339            319            255            320            256            
340            319            255            320            256            
341            319            255            320            256            
342            319            255            320            256            
343            319            255            320            256            
344            319            255            320            256            
345            319            255            320            256            
346            319            255            320            256            
347            319            255            320            256            
348            319            255            320            256            
349            319            255            320            256            
350            319            255            320            256            
351            319            255            320            256            
352            319            254            320            256            
353            319            255            320            256            
354            319            254            320            256            
355            319            255            320            256            
356            319            254            320            256            
357            319            254            320            256            
358            319            254            320            256            
359            319            254            319            256            
360            319            254            320            256            
361            319            254            319            256            
362            319            254            319            256            
363            319            254            319            256            
364            319            254            319            256            
365            319            254            319            256            
366            319            254            319            256            
367            319            254            319            256            
368            319            254            319            256            
369            319            254            319            256            
370            319            254            319            256            
371            319            254            319            256            
372            319            254            319            256            
373            319            254            319            256            
374            319            254            319            256            
375            319            254            319            256            
376            319            254            319            256            
377            319            254            319            256            
378            319            254            319            256            
379            319            254            319            256            
380            319            254            319            256            
381            319            255            319            256            
382            319            255            319            256            
383            319            255            319            256            
384            319            255            319            256            
385            319            255            319            256            
386            319            255            319            256            
387            319            255            319            256            
388            319            255            319            256            
389            319            255            319            256            
390            319            255            320            256            
391            319            254            319            256            
392            319            255            320            256            
393            319            255            320            256            
394            319            255            319            256            
395            319            255            320            256            
396            319            255            320            256            
397            319            255            320            256            
398            319            255            320            256            
399            319            255            320            256            
400            319            255            319            256            
401            319            255            320            256            
402            319            255            320            256            
403            319            255            320            256            
404            319            255            320            256            
405            319            255            320            256            
406            319            255            320            256            
407            319            255            320            256            
408            319            255            320            256            
409            319            255            320            256            
410            319            255            320            256            
411            319            255            320            256            
412            319            255            320            256            
413            319            255            320            256            
414            319            255            320            256            
415            319            255            320            256            
416            319            255            320            256            
417            319            255            320            256            
418            319            256            320            256            
419            319            255            320            256            
420            319            256            320            256            
421            319            255            320            256            
422            319            256            320            256            
423            319            256            320            256            
424            319            255            320            256            
425            319            255            320            256            
426            319            255            320            256            
427            319            255            320            256            
428            319            255            320            256            
429            319            255            320            256            
430            319            255            320            256            
431            319            255            320            256            
432            319            256            320            256            
433            319            255            320            256            
434            319            255            320            256            
435            319            256            320            256            
436            319            255            320            256            
437            319            255            320            256            
438            319            255            320            256            
439            319            255            320            256            
440            319            255            320            256            
441            319            255            320            256            
442            319            255            320            256            
443            319            255            320            256            
444            319            255            320            256            
445            319            255            320            256            
446            319            255            320            256            
447            319            255            320            256            
448            319            255            320            256            
449            319            255            320            256            
450            319            255            320            256            
451            319            255            320            256            
452            319            255            320            256            
453            319            255            320            256            
454            319            255            320            256            
455            319            255            320            256            
456            319            255            320            256            
457            319            255            320            256            
458            319            255            320            256            
459            319            255            320            256            
460            319            255            320            256            
461            319            255            320            256            
462            319            255            320            256            
463            319            255            320            256            
464            319            255            320            256            
465            319            255            320            256            
466            319            255            320            256            
467            319            255            320            256            
468            319            255            320            256            
469            319            255            320            256            
470            319            255            320            256            
471            319            255            320            256            
472            319            255            320            256            
473            319            255            320            256            
474            319            255            320            256            
475            319            255            320            256            
476            319            255            320            256            
477            319            255            320            256            
478            319            255            320            256            
479            319            255            320            256            
480            319            255            320            256            
481            319            255            320            256            
482            319            255            320            256            
483            319            255            320            256            
484            319            255            320            256            
485            319            256            320            256            
486            319            255            320            256            
487            319            255            320            256            
488            319            255            320            256            
489            319            255            320            256            
490            319            255            320            256            
491            319            255            320            256            
492            319            255            320            256            
493            319            255            320            256            
494            319            255            320            256            
495            319            255            320            256            
496            319            255            320            256            
497            319            255            320            256            
498            319            255            320            256            
499            319            255            320            256            
500            319            255            320            256            
501            319            255            320            256            
502            319            255            320            256            
503            319            255            320            256            
504            319            255            320            256            
505            319            255            320            256            
506            319            255            320            256            
507            319            255            320            256            
508            319            255            320            256            
509            319            255            320            256            
510            319            255            320            256            
511            319            255            320            256            
512            319            255            320            256            
513            319            255            320            256            
514            319            255            320            256            
515            319            255            319            256            
516            319            255            319            256            
517            319            255            319            256            
518            319            255            319            256            
519            319            255            319            256            
520            319            255            319            256            
521            319            255            319            256            
522            319            255            319            256            
523            319            255            319            256            
524            319            255            319            256            
525            319            255            319            256            
526            319            255            319            256            
527            319            255            319            256            
528            319            255            320            256            
529            319            255            319            256            
530            319            255            319            256            
531            319            255            319            256            
532            319            255            319            256            
533            319            255            319            256            
534            319            255            319            256            
535            319            255            319            256            
536            319            255            319            256            
537            319            255            319            256            
538            319            255            319            256            
539            319            255            319            256            
540            319            255            319            256            
541            319            255            319            256            
542            319            255            319            256            
543            319            255            319            256            
544            319            255            319            256            
545            319            255            319            256            
546            319            255            319            256            
547            319            255            319            256            
548            319            255            319            256            
549            319            255            319            256            
550            319            255            319            256            
551            319            255            319            256            
552            319            255            319            256            
553            319            255            319            256            
554            319            254            319            256            
555            319            255            319            256            
556            319            255            319            256            
557            319            255            319            256            
558            319            255            319            256            
559            319            255            319            256            
560            319            255            319            256            
561            319            255            319            256            
562            319            255            319            256            
563            319            255            319            256            
564            319            255            319            256            
565            319            255            319            256            
566            319            255            319            256            
567            319            255            319            256            
568            319            255            319            256            
569            319            255            319            256            
570            319            255            319            256            
571            319            255            319            256            
572            319            255            319            256            
573            319            255            319            256            
574            319            255            319            256            
575            319            255            319            256            
576            319            255            319            256            
577            319            255            319            256            
578            319            255            319            256            
579            319            255            319            256            
580            319            255            319            256            
581            319            255            319            256            
582            319            255            319            256            
583            319            255            319            256            
584            319            255            319            256            
585            319            255            319            256            
586            319            255            320            256            
587            319            255            319            256            
588            319            255            320            256            
589            319            255            319            256            
590            319            255            319            256            
591            319            255            319            256            
